ImageUniqueID,xmin,ymin,xmax,ymax
2898634317-367062,0.245536,0.169643,0.754464,0.709821
2238326674-85953,0.160714,0.151786,0.709821,0.892857
2238511759-98801,0.129464,0.357143,0.879464,0.660714
2430667471-271088,0.191964,0.089286,0.758929,0.540179
2273187937-338538,0.227679,0.196429,0.772321,0.723214
2238493854-95880,0.053571,0.031250,0.995536,0.950893
2901949483-70480,0.232143,0.133929,0.866071,0.656250
2238550397-329278,0.160714,0.196429,0.781250,0.691964
2238399915-163197,0.107143,0.093750,0.834821,0.758929
2984629396-296047,0.080357,0.241071,0.825893,0.955357
2446760044-123856,0.379464,0.102679,0.861607,0.611607
2238166176-230889,0.075893,0.125000,0.901786,0.933036
2238508030-172407,0.285714,0.160714,0.812500,0.852679
2238471666-240963,0.401786,0.348214,0.892857,0.995536
2413147811-266036,0.321429,0.191964,0.616071,0.995536
2238374771-236276,0.267857,0.089286,0.732143,0.687500
2238561207-331636,0.227679,0.178571,0.785714,0.883929
2238526325-175314,0.066964,0.169643,0.616071,0.620536
2237941396-226121,0.254464,0.183036,0.714286,0.620536
2238434382-313918,0.129464,0.044643,0.924107,0.866071
2847217325-209553,0.232143,0.258929,0.991071,0.821429
2424122806-268094,0.218750,0.491071,0.968750,0.825893
2446757965-197327,0.156250,0.245536,0.687500,0.928571
2831351303-60885,0.290179,0.361607,0.709821,0.812500
2427874893-47517,0.254464,0.214286,0.866071,0.633929
2238385726-236792,0.178571,0.129464,0.691964,0.790179
2901935431-292321,0.160714,0.299107,0.638393,0.808036
2238436632-314069,0.022321,0.352679,0.937500,0.897321
2425493079-120612,0.084821,0.093750,0.995536,0.571429
2874315511-289742,0.080357,0.044643,0.790179,0.830357
2883255553-67077,0.254464,0.089286,0.821429,0.794643
2238429592-313682,0.236607,0.232143,0.647321,0.919643
2351007404-116813,0.357143,0.111607,0.674107,0.834821
2868481496-288282,0.187500,0.156250,0.839286,0.875000
2424122177-343185,0.125000,0.303571,0.897321,0.727679
2238567288-34943,0.343750,0.058036,0.861607,0.968750
2237911282-300435,0.276786,0.200893,0.799107,0.705357
2417206284-118546,0.205357,0.151786,0.830357,0.781250
2238555319-106823,0.187500,0.129464,0.803571,0.794643
2424122655-194021,0.053571,0.339286,0.901786,0.821429
2862690340-211329,0.513393,0.303571,0.995536,0.741071
2874306406-289160,0.267857,0.267857,0.750000,0.883929
2238578397-334983,0.098214,0.245536,0.736607,0.790179
2898621301-291381,0.174107,0.165179,0.763393,0.674107
2351007007-340060,0.330357,0.303571,0.607143,0.718750
2981234445-219876,0.214286,0.183036,0.669643,0.861607
2238454608-17301,0.205357,0.375000,0.794643,0.879464
2238172554-82961,0.330357,0.321429,0.696429,0.897321
2533934657-350603,0.107143,0.125000,0.870536,0.986607
2237946585-152086,0.142857,0.196429,0.870536,0.892857
2862684372-360663,0.321429,0.281250,0.959821,0.736607
2238572302-333579,0.397321,0.053571,0.946429,0.928571
2238443079-90879,0.250000,0.187500,0.678571,0.678571
2238497452-319962,0.299107,0.508929,0.660714,0.928571
2382324406-265408,0.258929,0.129464,0.799107,0.799107
2238560335-182127,0.116071,0.187500,0.852679,0.888393
2238571505-184058,0.205357,0.107143,0.691964,0.799107
2425493964-120782,0.125000,0.308036,0.758929,0.687500
2417207016-266864,0.357143,0.031250,0.575893,0.575893
2417207228-44370,0.437500,0.232143,0.888393,0.924107
2864904438-63925,0.071429,0.040179,0.825893,0.843750
2238393847-312362,0.428571,0.187500,0.803571,0.776786
2237915202-300574,0.147321,0.272321,0.794643,0.736607
2238179735-157171,0.053571,0.058036,0.959821,0.995536
2449441761-272342,0.102679,0.187500,0.910714,0.875000
2421822465-193410,0.107143,0.191964,0.834821,0.620536
2821601323-60422,0.053571,0.218750,0.709821,0.861607
2238133202-304327,0.290179,0.339286,0.678571,0.669643
2238480407-317361,0.013393,0.017857,0.549107,0.433036
2238126475-154705,0.446429,0.361607,0.633929,0.625000
2864908359-138108,0.183036,0.258929,0.696429,0.852679
2238575814-111070,0.388393,0.191964,0.665179,0.732143
2238477111-241588,0.196429,0.178571,0.611607,0.732143
2238090676-228378,0.142857,0.089286,0.821429,0.955357
2238452705-165675,0.156250,0.196429,0.727679,0.785714
2238534254-102801,0.178571,0.098214,0.825893,0.745536
2238552489-106362,0.183036,0.102679,0.946429,0.892857
2984618346-295612,0.263393,0.223214,0.857143,0.937500
2430666227-346126,0.062500,0.138393,0.892857,0.625000
2238470074-92495,0.089286,0.102679,0.919643,0.946429
2238512083-24853,0.250000,0.433036,0.941964,0.928571
2238570523-35489,0.174107,0.263393,0.830357,0.696429
2238166176-230890,0.089286,0.316964,0.575893,0.700893
2874311344-140390,0.120536,0.142857,0.745536,0.803571
2575118356-277549,0.053571,0.241071,0.982143,0.517857
2964220376-294329,0.258929,0.196429,0.781250,0.883929
2237914117-300531,0.196429,0.236607,0.901786,0.598214
2238476122-316806,0.375000,0.267857,0.866071,0.598214
2430666878-48442,0.053571,0.196429,0.950893,0.678571
2862699413-63343,0.366071,0.165179,0.718750,0.973214
2238505687-321246,0.236607,0.232143,0.839286,0.633929
2238496890-170538,0.160714,0.272321,0.812500,0.861607
2238495903-22168,0.187500,0.254464,0.834821,0.691964
2238592513-39421,0.071429,0.294643,0.763393,0.933036
2273187777-338506,0.098214,0.080357,0.821429,0.803571
2238358875-161526,0.196429,0.276786,0.964286,0.950893
2238560265-182104,0.267857,0.334821,0.959821,0.727679
2238176613-8833,0.151786,0.071429,0.995536,0.638393
2238153836-230372,0.250000,0.044643,0.857143,0.879464
2238344262-310046,0.178571,0.053571,0.821429,0.781250
2994387304-148020,0.375000,0.276786,0.678571,0.718750
2383041758-43048,0.250000,0.147321,0.767857,0.584821
2981233380-219811,0.156250,0.227679,0.977679,0.750000
2238371533-13688,0.160714,0.058036,0.790179,0.946429
2238433904-90380,0.316964,0.236607,0.924107,0.683036
2238514745-173535,0.026786,0.075893,0.928571,0.535714
2238382147-311814,0.388393,0.258929,0.674107,0.763393
2421824269-119643,0.553571,0.441964,0.995536,0.964286
2421824017-342945,0.156250,0.330357,0.647321,0.633929
2898628427-366811,0.290179,0.107143,0.901786,0.928571
2238563661-256621,0.142857,0.589286,0.522321,0.995536
2831355328-60937,0.348214,0.165179,0.638393,0.763393
2238505853-23841,0.223214,0.267857,0.794643,0.700893
2238591487-337125,0.267857,0.366071,0.723214,0.857143
2382324343-42840,0.370536,0.375000,0.785714,0.834821
2238558159-107439,0.191964,0.191964,0.714286,0.736607
2238559069-107673,0.303571,0.093750,0.607143,0.995536
2427872633-47032,0.254464,0.254464,0.642857,0.825893
2238219023-10885,0.357143,0.129464,0.638393,0.919643
2238421255-164001,0.196429,0.214286,0.888393,0.825893
2238579739-111984,0.120536,0.156250,0.736607,0.732143
2238564626-256826,0.321429,0.330357,0.866071,0.924107
2238214879-84869,0.285714,0.321429,0.611607,0.950893
2984622373-72677,0.120536,0.200893,0.870536,0.763393
2608812131-280195,0.102679,0.205357,0.611607,0.785714
2238551403-31888,0.250000,0.111607,0.660714,0.892857
2332528745-190485,0.316964,0.053571,0.691964,0.915179
2238502538-23303,0.191964,0.107143,0.839286,0.825893
2984633396-296198,0.330357,0.125000,0.616071,0.883929
2238337342-309717,0.258929,0.227679,0.745536,0.517857
2238563095-182614,0.218750,0.276786,0.897321,0.723214
2864912356-287286,0.276786,0.040179,0.602679,0.825893
2874308511-289328,0.410714,0.191964,0.705357,0.714286
2238576702-334642,0.089286,0.053571,0.696429,0.736607
2238497144-96351,0.142857,0.133929,0.857143,0.839286
2238567590-183416,0.089286,0.156250,0.754464,0.566964
2237940693-3736,0.089286,0.241071,0.937500,0.732143
2989723338-73906,0.120536,0.125000,0.638393,0.790179
2898618399-142216,0.316964,0.111607,0.696429,0.665179
2237863159-76953,0.245536,0.183036,0.937500,0.656250
2382324774-117358,0.303571,0.174107,0.812500,0.897321
2864914355-212691,0.116071,0.187500,0.669643,0.776786
2238366208-13505,0.142857,0.223214,0.750000,0.857143
2883261316-290361,0.040179,0.044643,0.611607,0.714286
2862693453-63088,0.361607,0.205357,0.825893,0.803571
2238197375-158127,0.178571,0.058036,0.709821,0.691964
2964209327-368893,0.044643,0.187500,0.598214,0.964286
2816367344-133751,0.241071,0.147321,0.656250,0.808036
2238556527-330574,0.330357,0.178571,0.776786,0.852679
2238382998-14165,0.151786,0.254464,0.941964,0.767857
2238397857-312505,0.285714,0.066964,0.616071,0.745536
2421822367-342642,0.232143,0.267857,0.785714,0.897321
2883260446-290316,0.214286,0.120536,0.794643,0.691964
2238345386-234976,0.343750,0.455357,0.799107,0.879464
2238503643-23494,0.254464,0.223214,0.857143,0.767857
2874316510-215078,0.334821,0.058036,0.982143,0.995536
2883269432-365983,0.107143,0.258929,0.602679,0.821429
2238175518-8794,0.129464,0.129464,0.825893,0.839286
2238169261-230951,0.031250,0.312500,0.906250,0.919643
2981246304-146047,0.285714,0.410714,0.830357,0.888393
2351006433-42248,0.214286,0.290179,0.937500,0.700893
2449441814-124283,0.321429,0.044643,0.767857,0.843750
2413150069-118345,0.227679,0.223214,0.678571,0.723214
2238560993-33749,0.272321,0.062500,0.941964,0.602679
2238263277-308956,0.133929,0.080357,0.888393,0.919643
2898620403-68399,0.183036,0.133929,0.968750,0.741071
2237973009-79620,0.267857,0.183036,0.750000,0.781250
2238160448-8286,0.178571,0.053571,0.732143,0.718750
2874299331-288735,0.223214,0.165179,0.964286,0.995536
2804903321-281745,0.401786,0.214286,0.946429,0.602679
2238509763-24528,0.299107,0.174107,0.584821,0.843750
2237969854-79516,0.392857,0.236607,0.991071,0.995536
2238521324-100264,0.089286,0.285714,0.580357,0.718750
2238524057-324233,0.053571,0.232143,0.785714,0.946429
2238377117-311620,0.187500,0.053571,0.848214,0.566964
2238193326-232100,0.107143,0.285714,0.714286,0.861607
2237941943-3776,0.071429,0.098214,0.830357,0.870536
2238210029-84554,0.125000,0.098214,0.888393,0.687500
2458347731-273823,0.147321,0.044643,0.620536,0.553571
2351006998-42360,0.165179,0.187500,0.745536,0.718750
2238517305-173906,0.191964,0.272321,0.714286,0.830357
2237959340-152795,0.071429,0.250000,0.946429,0.607143
2981228447-369581,0.178571,0.142857,0.857143,0.638393
2238522157-323914,0.093750,0.263393,0.982143,0.803571
2238451560-165620,0.392857,0.339286,0.964286,0.763393
2332528100-190335,0.223214,0.330357,0.875000,0.848214
2238578071-259565,0.196429,0.156250,0.808036,0.745536
2238148086-230023,0.267857,0.191964,0.772321,0.656250
2303159400-189833,0.250000,0.316964,0.709821,0.629464
2981247467-370440,0.107143,0.339286,0.803571,0.892857
2238564349-108815,0.245536,0.321429,0.803571,0.687500
2238520941-248331,0.093750,0.196429,0.848214,0.584821
2238174686-231104,0.294643,0.200893,0.656250,0.651786
2238496252-319707,0.183036,0.232143,0.799107,0.812500
2237962254-79162,0.339286,0.107143,0.839286,0.642857
2238497823-22505,0.058036,0.223214,0.696429,0.852679
2238449933-17108,0.236607,0.285714,0.799107,0.924107
2821603302-358446,0.254464,0.191964,0.955357,0.750000
2238499753-22854,0.044643,0.196429,0.781250,0.915179
2238558109-107424,0.227679,0.370536,0.776786,0.790179
2238495606-244257,0.120536,0.205357,0.763393,0.709821
2862689440-211308,0.232143,0.370536,0.812500,0.732143
2238464204-91898,0.254464,0.308036,0.638393,0.879464
2237963507-302415,0.196429,0.227679,0.767857,0.892857
2238468439-92300,0.098214,0.053571,0.718750,0.928571
2238496317-319722,0.142857,0.209821,0.794643,0.678571
2821605347-358507,0.267857,0.107143,0.754464,0.776786
2874307502-364250,0.160714,0.316964,0.651786,0.758929
2238579238-37409,0.107143,0.375000,0.870536,0.866071
2901938404-143402,0.129464,0.227679,0.941964,0.968750
2818072311-282863,0.303571,0.111607,0.785714,0.955357
2238199767-307548,0.227679,0.151786,0.790179,0.808036
2238304547-309189,0.142857,0.290179,0.674107,0.892857
2238430579-90240,0.303571,0.165179,0.946429,0.964286
2332528635-190455,0.223214,0.174107,0.683036,0.727679
2862700452-361408,0.285714,0.308036,0.723214,0.611607
2238496670-170479,0.433036,0.160714,0.758929,0.816964
2874307432-364239,0.303571,0.299107,0.678571,0.683036
2452380872-348607,0.196429,0.098214,0.763393,0.964286
2238496556-244424,0.285714,0.151786,0.812500,0.709821
2238011967-302941,0.187500,0.107143,0.910714,0.816964
2238559910-182024,0.218750,0.205357,0.745536,0.700893
2238349785-161080,0.080357,0.178571,0.625000,0.718750
2989734349-147988,0.183036,0.267857,0.772321,0.687500
2430667799-123124,0.330357,0.406250,0.727679,0.816964
2237969716-227529,0.151786,0.183036,0.888393,0.544643
2237940375-151893,0.142857,0.375000,0.772321,0.950893
2427871563-46740,0.080357,0.218750,0.620536,0.794643
2413149388-43865,0.218750,0.093750,0.633929,0.660714
2351006575-190635,0.375000,0.196429,0.892857,0.830357
2238496889-96316,0.218750,0.058036,0.897321,0.714286
2238348204-86867,0.227679,0.299107,0.816964,0.736607
2901940332-367759,0.232143,0.375000,0.821429,0.803571
2331571258-41767,0.160714,0.214286,0.531250,0.700893
2238559322-331261,0.366071,0.191964,0.687500,0.549107
2331570864-116039,0.191964,0.227679,0.785714,0.745536
2883264486-290593,0.321429,0.303571,0.683036,0.700893
2238563633-34290,0.339286,0.080357,0.745536,0.674107
2533935100-201507,0.285714,0.058036,0.674107,0.799107
2825706339-134886,0.196429,0.272321,0.687500,0.754464
2868474491-287862,0.111607,0.241071,0.937500,0.808036
2238122321-228658,0.232143,0.093750,0.758929,0.825893
2238551585-180310,0.102679,0.500000,0.816964,0.866071
2238566075-183163,0.232143,0.276786,0.803571,0.808036
2825704345-209155,0.053571,0.290179,0.678571,0.906250
2417206439-118590,0.053571,0.178571,0.790179,0.754464
2331570864-116040,0.352679,0.330357,0.937500,0.834821
2238494450-170098,0.232143,0.303571,0.776786,0.950893
2860303436-285358,0.160714,0.223214,0.901786,0.593750
2294394836-263817,0.160714,0.303571,0.821429,0.879464
2237884931-225102,0.058036,0.111607,0.691964,0.687500
2332528983-42176,0.294643,0.236607,0.674107,0.781250
2237917837-300682,0.232143,0.303571,0.776786,0.616071
2238123836-228707,0.116071,0.053571,0.816964,0.821429
2238559571-255854,0.178571,0.178571,0.500000,0.799107
2860310301-285560,0.263393,0.232143,0.642857,0.968750
2862697314-137343,0.160714,0.375000,0.638393,0.991071
2238493854-95879,0.214286,0.397321,0.669643,0.674107
2883270459-141939,0.348214,0.084821,0.754464,0.892857
2238579758-37533,0.267857,0.169643,0.767857,0.861607
2989717338-73718,0.062500,0.160714,0.678571,0.968750
2238380752-311744,0.232143,0.160714,0.683036,0.767857
2238506243-23906,0.223214,0.227679,0.602679,0.808036
2446759308-49130,0.397321,0.388393,0.687500,0.758929
2238152276-230305,0.232143,0.321429,0.696429,0.924107
2862689350-211287,0.339286,0.133929,0.950893,0.946429
2238221506-233488,0.294643,0.205357,0.660714,0.674107
2237967527-302624,0.330357,0.187500,0.776786,0.754464
2238569857-333175,0.196429,0.089286,0.642857,0.741071
2237946215-152077,0.299107,0.178571,0.745536,0.955357
2430666990-196977,0.312500,0.187500,0.825893,0.959821
2238527433-27337,0.093750,0.419643,0.718750,0.736607
2812989309-133327,0.165179,0.183036,0.575893,0.790179
2351007779-116882,0.191964,0.267857,0.709821,0.754464
2238580954-112268,0.263393,0.254464,0.589286,0.830357
2901939388-69654,0.308036,0.200893,0.571429,0.660714
2868486474-139525,0.205357,0.232143,0.522321,0.656250
2238507295-172239,0.227679,0.285714,0.767857,0.781250
2238577276-259396,0.348214,0.446429,0.834821,0.968750
2269197218-40460,0.312500,0.026786,0.875000,0.700893
2862691451-286042,0.160714,0.200893,0.910714,0.700893
2237967813-5074,0.107143,0.093750,0.928571,0.674107
2238188942-307073,0.330357,0.316964,0.888393,0.973214
2874302519-139904,0.035714,0.325893,0.625000,0.991071
2831357312-358981,0.258929,0.169643,0.727679,0.883929
2238421418-15686,0.236607,0.241071,0.732143,0.660714
2989717376-296861,0.035714,0.120536,0.888393,0.866071
2238228178-11115,0.267857,0.308036,0.875000,0.736607
2964220333-71258,0.312500,0.308036,0.709821,0.651786
2413149349-118236,0.232143,0.290179,0.714286,0.857143
2237968450-153343,0.205357,0.343750,0.790179,0.691964
2238562247-331829,0.129464,0.183036,0.946429,0.642857
2446760922-347440,0.334821,0.339286,0.812500,0.843750
2449443095-198697,0.236607,0.205357,0.745536,0.754464
2424125392-343708,0.125000,0.254464,0.772321,0.732143
2238215447-308317,0.089286,0.196429,0.790179,0.781250
2874302519-139905,0.232143,0.049107,0.741071,0.866071
2238345208-12429,0.267857,0.263393,0.571429,0.825893
2816367306-282494,0.308036,0.232143,0.691964,0.669643
2862697329-137351,0.285714,0.183036,0.736607,0.732143
2237963885-153122,0.133929,0.200893,0.758929,0.790179
2238163342-306019,0.223214,0.178571,0.785714,0.736607
2238506972-321468,0.241071,0.446429,0.928571,0.816964
2238529009-101654,0.357143,0.013393,0.683036,0.973214
2425494806-269022,0.312500,0.321429,0.687500,0.955357
2238000890-153651,0.267857,0.209821,0.901786,0.562500
2238560547-331504,0.178571,0.267857,0.897321,0.772321
2821588332-358123,0.169643,0.196429,0.852679,0.821429
2382324537-340614,0.361607,0.406250,0.857143,0.964286
2238475949-93200,0.357143,0.236607,0.763393,0.745536
2238199652-307542,0.196429,0.290179,0.852679,0.683036
2874313463-66644,0.183036,0.035714,0.705357,0.723214
2238335138-11989,0.066964,0.227679,0.803571,0.924107
2237920030-151391,0.290179,0.160714,0.625000,0.674107
2452381410-199517,0.455357,0.133929,0.750000,0.741071
2237927340-151620,0.308036,0.415179,0.955357,0.852679
2238572640-184291,0.183036,0.147321,0.825893,0.718750
2238500769-97008,0.272321,0.227679,0.995536,0.955357
2238473508-18789,0.102679,0.218750,0.821429,0.736607
2237917246-225475,0.290179,0.183036,0.687500,0.977679
2864900311-286721,0.178571,0.049107,0.723214,0.410714
2868488447-363720,0.075893,0.357143,0.500000,0.714286
2898624305-216790,0.263393,0.343750,0.964286,0.727679
2449441924-124308,0.066964,0.187500,0.928571,0.968750
2868485332-363513,0.080357,0.205357,0.727679,0.736607
2332528983-42178,0.209821,0.160714,0.750000,0.830357
2417208362-342319,0.370536,0.392857,0.812500,0.763393
2862698464-137425,0.191964,0.017857,0.772321,0.660714
2238520784-100190,0.482143,0.401786,0.901786,0.915179
2238466447-315658,0.098214,0.200893,0.647321,0.861607
2238091210-154272,0.089286,0.151786,0.709821,0.696429
2238429838-16055,0.133929,0.160714,0.785714,0.968750
2238434615-164584,0.151786,0.267857,0.959821,0.709821
2424122920-194062,0.200893,0.147321,0.691964,0.736607
2238362526-235842,0.325893,0.321429,0.799107,0.812500
2851419347-359289,0.178571,0.312500,0.825893,0.825893
2424122734-119949,0.022321,0.093750,0.616071,0.611607
2417206385-192630,0.267857,0.339286,0.785714,0.995536
2238371428-13686,0.107143,0.316964,0.794643,0.781250
2864911437-362255,0.040179,0.138393,0.875000,0.808036
2430667384-123037,0.102679,0.142857,0.816964,0.959821
2382321445-191136,0.276786,0.455357,0.977679,0.709821
2413148925-192214,0.232143,0.196429,0.660714,0.732143
2238496400-170426,0.058036,0.294643,0.562500,0.696429
2238221680-159455,0.053571,0.357143,0.977679,0.892857
2901936538-69459,0.111607,0.000000,0.553571,0.910714
2424121938-45376,0.125000,0.348214,0.584821,0.910714
2238418074-89744,0.267857,0.339286,0.593750,0.888393
2883262355-215728,0.200893,0.495536,0.642857,0.892857
2238465724-92009,0.191964,0.174107,0.897321,0.933036
2238515060-173588,0.241071,0.102679,0.866071,0.714286
2237914503-2896,0.343750,0.160714,0.678571,0.727679
2986409361-296412,0.142857,0.178571,0.812500,0.776786
2238586616-261524,0.241071,0.209821,0.678571,0.732143
2238361561-235819,0.285714,0.299107,0.732143,0.754464
2238478439-93506,0.160714,0.263393,0.745536,0.901786
2238144541-229748,0.258929,0.276786,0.598214,0.678571
2238553327-329940,0.285714,0.169643,0.593750,0.754464
2238581105-186296,0.214286,0.107143,0.732143,0.830357
2427872748-47058,0.321429,0.093750,0.754464,0.647321
2238506853-24020,0.406250,0.294643,0.767857,0.696429
2238529840-176021,0.316964,0.035714,0.888393,0.562500
2818071309-134057,0.392857,0.053571,0.830357,0.767857
2238504608-23631,0.187500,0.183036,0.781250,0.839286
2237942188-3786,0.227679,0.125000,0.866071,0.727679
2238579425-185929,0.089286,0.370536,0.732143,0.736607
2238591576-261929,0.071429,0.035714,0.928571,0.531250
2238217753-10789,0.285714,0.174107,0.906250,0.924107
2898633398-69000,0.424107,0.330357,0.991071,0.714286
2383042070-191519,0.276786,0.044643,0.799107,0.714286
2238148427-305313,0.165179,0.254464,0.526786,0.683036
2883257449-141111,0.107143,0.200893,0.821429,0.781250
2238469474-92420,0.370536,0.281250,0.919643,0.758929
2238480560-168069,0.066964,0.169643,0.888393,0.669643
2860301437-360250,0.325893,0.267857,0.754464,0.995536
2860313406-285665,0.151786,0.214286,0.745536,0.888393
2238561749-108312,0.098214,0.187500,0.812500,0.821429
2427871563-46739,0.383929,0.366071,0.763393,0.879464
2238183957-306777,0.267857,0.325893,0.656250,0.857143
2238538531-251969,0.165179,0.017857,0.714286,0.834821
2238477878-19275,0.294643,0.196429,0.638393,0.776786
2238394254-88903,0.375000,0.165179,0.750000,0.745536
2238469533-18225,0.267857,0.187500,0.870536,0.892857
2238482231-242304,0.285714,0.205357,0.870536,0.834821
2238523312-324093,0.133929,0.102679,0.919643,0.607143
2821598365-208856,0.031250,0.330357,0.723214,0.861607
2238214845-158927,0.191964,0.111607,0.669643,0.750000
2238474407-316652,0.133929,0.084821,0.674107,0.772321
2901937464-143339,0.250000,0.325893,0.919643,0.870536
2898617384-142169,0.285714,0.267857,0.785714,0.750000
2417206419-118579,0.383929,0.107143,0.642857,0.821429
2238360235-161609,0.218750,0.071429,0.776786,0.750000
2864898396-286666,0.267857,0.142857,0.803571,0.754464
2883265342-365668,0.232143,0.040179,0.955357,0.781250
2430667317-346394,0.089286,0.062500,0.892857,0.937500
2238480759-93885,0.272321,0.424107,0.875000,0.687500
2238504520-171752,0.151786,0.370536,0.812500,0.669643
2898635452-367130,0.098214,0.232143,0.799107,0.754464
2238377117-311619,0.080357,0.263393,0.727679,0.745536
2238374736-236270,0.334821,0.098214,0.633929,0.745536
2898625321-291568,0.156250,0.151786,0.723214,0.736607
2425493268-46267,0.151786,0.071429,0.892857,0.674107
2986449353-73545,0.334821,0.424107,0.857143,0.669643
2238564197-332204,0.142857,0.250000,0.714286,0.665179
2874300500-214107,0.044643,0.017857,0.986607,0.964286
2238527727-324904,0.142857,0.133929,0.973214,0.647321
2575120290-204203,0.107143,0.312500,0.714286,0.718750
2424121853-45347,0.178571,0.254464,0.598214,0.656250
2994392329-148108,0.241071,0.397321,0.830357,0.986607
2868486338-65634,0.285714,0.232143,0.848214,0.808036
2237894455-150951,0.263393,0.111607,0.803571,0.638393
2812984312-357057,0.334821,0.107143,0.781250,0.857143
2898629429-142656,0.066964,0.089286,0.937500,0.580357
2238521324-100260,0.254464,0.330357,0.803571,0.750000
2238401233-14947,0.138393,0.084821,0.816964,0.696429
2238124800-154626,0.294643,0.156250,0.593750,0.754464
2238477393-19218,0.308036,0.227679,0.651786,0.687500
2413149241-266337,0.017857,0.196429,0.883929,0.843750
2244193779-114147,0.308036,0.375000,0.714286,0.803571
2901939386-292630,0.433036,0.437500,0.790179,0.687500
2238586037-336668,0.053571,0.013393,0.839286,0.959821
2238556647-330612,0.227679,0.250000,0.611607,0.705357
2238508351-246374,0.205357,0.147321,0.816964,0.781250
2238417834-89735,0.263393,0.008929,0.674107,0.928571
2860297442-360119,0.187500,0.316964,0.767857,0.665179
2860302325-210707,0.343750,0.383929,0.647321,0.888393
2237969854-79517,0.357143,0.151786,0.767857,0.852679
2238454170-165728,0.191964,0.455357,0.812500,0.830357
2238472251-241036,0.191964,0.133929,0.629464,0.897321
2238555193-32545,0.066964,0.147321,0.906250,0.995536
2382322405-191172,0.178571,0.080357,0.642857,0.714286
2238508301-246367,0.348214,0.232143,0.866071,0.799107
2862702394-137597,0.187500,0.294643,0.785714,0.790179
2238158023-8164,0.156250,0.223214,0.830357,0.941964
2238565111-256930,0.383929,0.620536,0.691964,0.959821
2351007398-42443,0.375000,0.142857,0.910714,0.821429
2237959280-152789,0.183036,0.205357,0.808036,0.647321
2238187671-231730,0.058036,0.075893,0.852679,0.794643
2446760690-198087,0.312500,0.089286,0.584821,0.517857
2238526215-175297,0.187500,0.129464,0.892857,0.553571
2874310457-364423,0.196429,0.312500,0.758929,0.620536
2238458914-91684,0.245536,0.102679,0.986607,0.785714
2238563831-256676,0.410714,0.227679,0.937500,0.616071
2964218393-71176,0.098214,0.044643,0.727679,0.924107
2238583026-260831,0.375000,0.196429,0.995536,0.816964
2238134096-229154,0.102679,0.267857,0.955357,0.750000
2351007261-264957,0.223214,0.343750,0.732143,0.687500
2981246401-295383,0.142857,0.227679,0.830357,0.763393
2303159256-263996,0.473214,0.241071,0.736607,0.995536
2238185640-157516,0.151786,0.236607,0.821429,0.883929
2237915824-77369,0.133929,0.174107,0.790179,0.691964
2238474482-316658,0.187500,0.267857,0.660714,0.633929
2238479685-167927,0.151786,0.196429,0.852679,0.665179
2238487454-94949,0.133929,0.151786,0.651786,0.785714
2383042506-265759,0.361607,0.187500,0.718750,0.700893
2883258303-67220,0.187500,0.232143,0.767857,0.629464
2351007621-265028,0.169643,0.040179,0.892857,0.745536
2238553131-254499,0.375000,0.133929,0.660714,0.687500
2816369340-208171,0.093750,0.040179,0.950893,0.450893
2238427834-90137,0.026786,0.049107,0.941964,0.834821
2265772269-114891,0.325893,0.375000,0.888393,0.723214
2818073340-208459,0.267857,0.290179,0.790179,0.602679
2237852360-148529,0.129464,0.250000,0.924107,0.901786
2237966758-5026,0.276786,0.236607,0.611607,0.754464
2608811797-355214,0.223214,0.120536,0.647321,0.647321
2238526969-101219,0.325893,0.169643,0.758929,0.834821
2427872795-195560,0.169643,0.183036,0.955357,0.977679
2238511284-98737,0.129464,0.285714,0.723214,0.799107
2238182561-231451,0.223214,0.325893,0.808036,0.834821
2238213870-158871,0.227679,0.151786,0.705357,0.852679
2651214309-132930,0.191964,0.316964,0.602679,0.785714
2238381476-236532,0.330357,0.218750,0.803571,0.772321
2238557061-255243,0.308036,0.125000,0.616071,0.825893
2413148383-43654,0.352679,0.267857,0.700893,0.633929
2452379932-348307,0.200893,0.125000,0.924107,0.665179
2351007695-190839,0.321429,0.125000,0.803571,0.625000
2238526328-27124,0.116071,0.424107,0.678571,0.785714
2273187982-338549,0.196429,0.183036,0.763393,0.794643
2383042922-341026,0.370536,0.406250,0.799107,0.691964
2901947367-368351,0.187500,0.089286,0.620536,0.892857
2238524099-100702,0.040179,0.071429,0.799107,0.825893
2521519244-126812,0.370536,0.205357,0.750000,0.745536
2575121593-55740,0.125000,0.142857,0.950893,0.647321
2238512083-24850,0.111607,0.183036,0.875000,0.848214
2382321410-191131,0.093750,0.227679,0.937500,0.928571
2238149052-305346,0.205357,0.209821,0.678571,0.763393
2964224346-294478,0.133929,0.165179,0.897321,0.718750
2874304507-364075,0.196429,0.053571,0.785714,0.946429
2238561512-331693,0.178571,0.178571,0.727679,0.772321
2874301435-214152,0.316964,0.401786,0.825893,0.875000
2294395125-189709,0.299107,0.035714,0.660714,0.638393
2874315446-289729,0.232143,0.111607,0.825893,0.745536
2238349238-12664,0.392857,0.254464,0.803571,0.901786
2608811795-206124,0.098214,0.236607,0.589286,0.919643
2383041842-340780,0.013393,0.200893,0.848214,0.660714
2331571305-190097,0.321429,0.075893,0.705357,0.950893
2238590402-337032,0.191964,0.160714,0.825893,0.839286
2883257418-67180,0.254464,0.232143,0.691964,0.816964
2238491366-243716,0.142857,0.156250,0.892857,0.790179
