species,genus,family,mivs
Demansia quaesitor,Demansia,Elapidae,0
Demansia reticulata,Demansia,Elapidae,0
Demansia rimicola,Demansia,Elapidae,0
Demansia rufescens,Demansia,Elapidae,0
Demansia shinei,Demansia,Elapidae,0
Demansia simplex,Demansia,Elapidae,0
Demansia torquata,Demansia,Elapidae,0
Demansia vestigiata,Demansia,Elapidae,0
Dendrelaphis andamanensis,Dendrelaphis,Colubridae,0
Dendrelaphis ashoki,Dendrelaphis,Colubridae,0
Dendrelaphis bifrenalis,Dendrelaphis,Colubridae,0
Dendrelaphis biloreatus,Dendrelaphis,Colubridae,0
Dendrelaphis calligaster,Dendrelaphis,Colubridae,0
Dendrelaphis caudolineatus,Dendrelaphis,Colubridae,0
Dendrelaphis caudolineolatus,Dendrelaphis,Colubridae,0
Dendrelaphis chairecacos,Dendrelaphis,Colubridae,0
Dendrelaphis cyanochloris,Dendrelaphis,Colubridae,0
Dendrelaphis effrenis,Dendrelaphis,Colubridae,0
Dendrelaphis flavescens,Dendrelaphis,Colubridae,0
Dendrelaphis formosus,Dendrelaphis,Colubridae,0
Dendrelaphis fuliginosus,Dendrelaphis,Colubridae,0
Dendrelaphis gastrostictus,Dendrelaphis,Colubridae,0
Dendrelaphis girii,Dendrelaphis,Colubridae,0
Dendrelaphis grandoculis,Dendrelaphis,Colubridae,0
Dendrelaphis grismeri,Dendrelaphis,Colubridae,0
Dendrelaphis haasi,Dendrelaphis,Colubridae,0
Dendrelaphis hollinrakei,Dendrelaphis,Colubridae,0
Dendrelaphis humayuni,Dendrelaphis,Colubridae,0
Dendrelaphis inornatus,Dendrelaphis,Colubridae,0
Dendrelaphis keiensis,Dendrelaphis,Colubridae,0
Dendrelaphis kopsteini,Dendrelaphis,Colubridae,0
Dendrelaphis levitoni,Dendrelaphis,Colubridae,0
Dendrelaphis lineolatus,Dendrelaphis,Colubridae,0
Dendrelaphis lorentzii,Dendrelaphis,Colubridae,0
Dendrelaphis luzonensis,Dendrelaphis,Colubridae,0
Dendrelaphis macrops,Dendrelaphis,Colubridae,0
Dendrelaphis marenae,Dendrelaphis,Colubridae,0
Dendrelaphis modestus,Dendrelaphis,Colubridae,0
Dendrelaphis ngansonensis,Dendrelaphis,Colubridae,0
Dendrelaphis nigroserratus,Dendrelaphis,Colubridae,0
Dendrelaphis oliveri,Dendrelaphis,Colubridae,0
Dendrelaphis papuensis,Dendrelaphis,Colubridae,0
Dendrelaphis philippinensis,Dendrelaphis,Colubridae,0
Dendrelaphis pictus,Dendrelaphis,Colubridae,0
Dendrelaphis punctulatus,Dendrelaphis,Colubridae,0
Dendrelaphis schokari,Dendrelaphis,Colubridae,0
Dendrelaphis striatus,Dendrelaphis,Colubridae,0
Dendrelaphis striolatus,Dendrelaphis,Colubridae,0
Dendrelaphis subocularis,Dendrelaphis,Colubridae,0
Dendrelaphis terrificus,Dendrelaphis,Colubridae,0
Dendrelaphis tristis,Dendrelaphis,Colubridae,0
Dendrelaphis underwoodi,Dendrelaphis,Colubridae,0
Dendrelaphis vogeli,Dendrelaphis,Colubridae,0
Dendrelaphis walli,Dendrelaphis,Colubridae,0
Dendrelaphis wickrorum,Dendrelaphis,Colubridae,0
Dendroaspis angusticeps,Dendroaspis,Elapidae,1
Dendroaspis jamesoni,Dendroaspis,Elapidae,1
Dendroaspis polylepis,Dendroaspis,Elapidae,1
Dendroaspis viridis,Dendroaspis,Elapidae,1
Dendrolycus elapoides,Dendrolycus,Lamprophiidae,0
Dendrophidion apharocybe,Dendrophidion,Colubridae,0
Dendrophidion atlantica,Dendrophidion,Colubridae,0
Dendrophidion bivittatus,Dendrophidion,Colubridae,0
Dendrophidion boshelli,Dendrophidion,Colubridae,0
Dendrophidion brunneum,Dendrophidion,Colubridae,0
Dendrophidion clarkii,Dendrophidion,Colubridae,0
Dendrophidion crybelum,Dendrophidion,Colubridae,0
Dendrophidion dendrophis,Dendrophidion,Colubridae,0
Dendrophidion graciliverpa,Dendrophidion,Colubridae,0
Dendrophidion nuchale,Dendrophidion,Colubridae,0
Dendrophidion paucicarinatum,Dendrophidion,Colubridae,0
Dendrophidion percarinatum,Dendrophidion,Colubridae,0
Dendrophidion prolixum,Dendrophidion,Colubridae,0
Dendrophidion rufiterminorum,Dendrophidion,Colubridae,0
Dendrophidion vinitor,Dendrophidion,Colubridae,0
Denisonia devisi,Denisonia,Elapidae,0
Denisonia maculata,Denisonia,Elapidae,0
Diadophis punctatus,Diadophis,Colubridae,0
Diaphorolepis laevis,Diaphorolepis,Colubridae,0
Diaphorolepis wagneri,Diaphorolepis,Colubridae,0
Dieurostus dussumieri,Dieurostus,Homalopsidae,0
Dipsadoboa aulica,Dipsadoboa,Colubridae,0
Dipsadoboa brevirostris,Dipsadoboa,Colubridae,0
Dipsadoboa duchesnii,Dipsadoboa,Colubridae,0
Dipsadoboa flavida,Dipsadoboa,Colubridae,0
Dipsadoboa kageleri,Dipsadoboa,Colubridae,0
Dipsadoboa montisilva,Dipsadoboa,Colubridae,0
Dipsadoboa shrevei,Dipsadoboa,Colubridae,0
Dipsadoboa underwoodi,Dipsadoboa,Colubridae,0
Dipsadoboa unicolor,Dipsadoboa,Colubridae,0
Dipsadoboa viridis,Dipsadoboa,Colubridae,0
Dipsadoboa weileri,Dipsadoboa,Colubridae,0
Dipsadoboa werneri,Dipsadoboa,Colubridae,0
Dipsas albifrons,Dipsas,Colubridae,0
Dipsas alternans,Dipsas,Colubridae,0
Dipsas andiana,Dipsas,Colubridae,0
Dipsas articulata,Dipsas,Colubridae,0
Dipsas baliomelas,Dipsas,Colubridae,0
Dipsas bicolor,Dipsas,Colubridae,0
Dipsas bobridgelyi,Dipsas,Colubridae,0
Dipsas bothropoides,Dipsas,Colubridae,0
Dipsas brevifacies,Dipsas,Colubridae,0
Dipsas bucephala,Dipsas,Colubridae,0
Dipsas catesbyi,Dipsas,Colubridae,0
Dipsas chaparensis,Dipsas,Colubridae,0
Dipsas cisticeps,Dipsas,Colubridae,0
Dipsas copei,Dipsas,Colubridae,0
Dipsas elegans,Dipsas,Colubridae,0
Dipsas ellipsifera,Dipsas,Colubridae,0
Dipsas gaigeae,Dipsas,Colubridae,0
Dipsas georgejetti,Dipsas,Colubridae,0
Dipsas gracilis,Dipsas,Colubridae,0
Dipsas incerta,Dipsas,Colubridae,0
Dipsas indica,Dipsas,Colubridae,0
Dipsas jamespetersi,Dipsas,Colubridae,0
Dipsas klebbai,Dipsas,Colubridae,0
Dipsas latifrontalis,Dipsas,Colubridae,0
Dipsas lavillai,Dipsas,Colubridae,0
Dipsas maxillaris,Dipsas,Colubridae,0
Dipsas mikanii,Dipsas,Colubridae,0
Dipsas neuwiedi,Dipsas,Colubridae,0
Dipsas nicholsi,Dipsas,Colubridae,0
Dipsas oligozonata,Dipsas,Colubridae,0
Dipsas oneilli,Dipsas,Colubridae,0
Dipsas oreas,Dipsas,Colubridae,0
Dipsas oswaldobaezi,Dipsas,Colubridae,0
Dipsas pakaraima,Dipsas,Colubridae,0
Dipsas palmeri,Dipsas,Colubridae,0
Dipsas pavonina,Dipsas,Colubridae,0
Dipsas peruana,Dipsas,Colubridae,0
Dipsas praeornata,Dipsas,Colubridae,0
Dipsas pratti,Dipsas,Colubridae,0
Dipsas sanctijoannis,Dipsas,Colubridae,0
Dipsas sazimai,Dipsas,Colubridae,0
Dipsas schunkii,Dipsas,Colubridae,0
Dipsas temporalis,Dipsas,Colubridae,0
Dipsas tenuissima,Dipsas,Colubridae,0
Dipsas trinitatis,Dipsas,Colubridae,0
Dipsas turgida,Dipsas,Colubridae,0
Dipsas vagrans,Dipsas,Colubridae,0
Dipsas vagus,Dipsas,Colubridae,0
Dipsas variegata,Dipsas,Colubridae,0
Dipsas ventrimaculata,Dipsas,Colubridae,0
Dipsas vermiculata,Dipsas,Colubridae,0
Dipsas viguieri,Dipsas,Colubridae,0
Dipsas williamsi,Dipsas,Colubridae,0
Dipsina multimaculata,Dipsina,Lamprophiidae,0
Dispholidus typus,Dispholidus,Colubridae,1
Ditaxodon taeniatus,Ditaxodon,Colubridae,0
Ditypophis vivax,Ditypophis,Lamprophiidae,0
Djokoiskandarus annulata,Djokoiskandarus,Homalopsidae,0
Dolichophis andreanus,Dolichophis,Colubridae,0
Dolichophis caspius,Dolichophis,Colubridae,0
Dolichophis jugularis,Dolichophis,Colubridae,0
Dolichophis schmidti,Dolichophis,Colubridae,0
Drepanoides anomalus,Drepanoides,Colubridae,0
Dromicodryas bernieri,Dromicodryas,Lamprophiidae,0
Dromicodryas quadrilineatus,Dromicodryas,Lamprophiidae,0
Drymarchon caudomaculatus,Drymarchon,Colubridae,0
Drymarchon corais,Drymarchon,Colubridae,0
Drymarchon couperi,Drymarchon,Colubridae,0
Drymarchon margaritae,Drymarchon,Colubridae,0
Drymarchon melanurus,Drymarchon,Colubridae,0
Drymobius chloroticus,Drymobius,Colubridae,0
Drymobius margaritiferus,Drymobius,Colubridae,0
Drymobius melanotropis,Drymobius,Colubridae,0
Drymobius rhombifer,Drymobius,Colubridae,0
Drymoluber apurimacensis,Drymoluber,Colubridae,0
Drymoluber brazili,Drymoluber,Colubridae,0
Drymoluber dichrous,Drymoluber,Colubridae,0
Dryophiops philippina,Dryophiops,Colubridae,0
Dryophiops rubescens,Dryophiops,Colubridae,0
Drysdalia coronoides,Drysdalia,Elapidae,0
Drysdalia mastersii,Drysdalia,Elapidae,0
Drysdalia rhodogaster,Drysdalia,Elapidae,0
Duberria lutrix,Duberria,Lamprophiidae,0
Duberria rhodesiana,Duberria,Lamprophiidae,0
Duberria shirana,Duberria,Lamprophiidae,0
Duberria variegata,Duberria,Lamprophiidae,0
Echinanthera amoena,Echinanthera,Colubridae,0
Echinanthera cephalomaculata,Echinanthera,Colubridae,0
Echinanthera cephalostriata,Echinanthera,Colubridae,0
Echinanthera cyanopleura,Echinanthera,Colubridae,0
Echinanthera melanostigma,Echinanthera,Colubridae,0
Echinanthera undulata,Echinanthera,Colubridae,0
Echiopsis curta,Echiopsis,Elapidae,0
Echis borkini,Echis,Viperidae,1
Echis carinatus,Echis,Viperidae,1
Echis coloratus,Echis,Viperidae,1
Echis hughesi,Echis,Viperidae,1
Echis jogeri,Echis,Viperidae,1
Echis khosatzkii,Echis,Viperidae,1
Echis leucogaster,Echis,Viperidae,1
Echis megalocephalus,Echis,Viperidae,1
Echis ocellatus,Echis,Viperidae,1
Echis omanensis,Echis,Viperidae,1
Echis pyramidum,Echis,Viperidae,1
Echis romani,Echis,Viperidae,1
Eirenis africanus,Eirenis,Colubridae,0
Eirenis aurolineatus,Eirenis,Colubridae,0
Eirenis barani,Eirenis,Colubridae,0
Eirenis collaris,Eirenis,Colubridae,0
Eirenis coronella,Eirenis,Colubridae,0
Eirenis coronelloides,Eirenis,Colubridae,0
Eirenis decemlineatus,Eirenis,Colubridae,0
Eirenis eiselti,Eirenis,Colubridae,0
Eirenis hakkariensis,Eirenis,Colubridae,0
Eirenis kermanensis,Eirenis,Colubridae,0
Eirenis levantinus,Eirenis,Colubridae,0
Eirenis lineomaculatus,Eirenis,Colubridae,0
Eirenis medus,Eirenis,Colubridae,0
Eirenis modestus,Eirenis,Colubridae,0
Eirenis nigrofasciatus,Eirenis,Colubridae,0
Eirenis occidentalis,Eirenis,Colubridae,0
Eirenis persicus,Eirenis,Colubridae,0
Eirenis punctatolineatus,Eirenis,Colubridae,0
Eirenis rafsanjanicus,Eirenis,Colubridae,0
Eirenis rechingeri,Eirenis,Colubridae,0
Eirenis rothii,Eirenis,Colubridae,0
Eirenis thospitis,Eirenis,Colubridae,0
Eirenis yassujicus,Eirenis,Colubridae,0
Elaphe anomala,Elaphe,Colubridae,0
Elaphe bimaculata,Elaphe,Colubridae,0
Elaphe cantoris,Elaphe,Colubridae,0
Elaphe carinata,Elaphe,Colubridae,0
Elaphe climacophora,Elaphe,Colubridae,0
Elaphe davidi,Elaphe,Colubridae,0
Elaphe dione,Elaphe,Colubridae,0
Elaphe hodgsoni,Elaphe,Colubridae,0
Elaphe moellendorffi,Elaphe,Colubridae,0
Elaphe quadrivirgata,Elaphe,Colubridae,0
Elaphe quatuorlineata,Elaphe,Colubridae,0
Elaphe sauromates,Elaphe,Colubridae,0
Elaphe schrenckii,Elaphe,Colubridae,0
Elaphe taeniura,Elaphe,Colubridae,0
Elaphe urartica,Elaphe,Colubridae,0
Elaphe zoigeensis,Elaphe,Colubridae,0
Elapognathus coronatus,Elapognathus,Elapidae,0
Elapognathus minor,Elapognathus,Elapidae,0
Elapoidis fusca,Elapoidis,Colubridae,0
Elapoidis sumatrana,Elapoidis,Colubridae,0
Elapomorphus quinquelineatus,Elapomorphus,Colubridae,0
Elapomorphus wuchereri,Elapomorphus,Colubridae,0
Elapotinus picteti,Elapotinus,Lamprophiidae,0
Elapsoidea boulengeri,Elapsoidea,Elapidae,0
Elapsoidea broadleyi,Elapsoidea,Elapidae,0
Elapsoidea chelazziorum,Elapsoidea,Elapidae,0
Elapsoidea guentherii,Elapsoidea,Elapidae,0
Elapsoidea laticincta,Elapsoidea,Elapidae,0
Elapsoidea loveridgei,Elapsoidea,Elapidae,0
Elapsoidea nigra,Elapsoidea,Elapidae,0
Elapsoidea semiannulata,Elapsoidea,Elapidae,0
Elapsoidea sundevallii,Elapsoidea,Elapidae,0
Elapsoidea trapei,Elapsoidea,Elapidae,0
Emmochliophis fugleri,Emmochliophis,Colubridae,0
Emmochliophis miops,Emmochliophis,Colubridae,0
Emydocephalus annulatus,Emydocephalus,Elapidae,0
Emydocephalus ijimae,Emydocephalus,Elapidae,0
Emydocephalus orarius,Emydocephalus,Elapidae,0
Enhydris chanardi,Enhydris,Homalopsidae,0
Enhydris enhydris,Enhydris,Homalopsidae,0
Enhydris innominata,Enhydris,Homalopsidae,0
Enhydris jagorii,Enhydris,Homalopsidae,0
Enhydris longicauda,Enhydris,Homalopsidae,0
Enhydris subtaeniata,Enhydris,Homalopsidae,0
Enuliophis sclateri,Enuliophis,Colubridae,0
Enulius bifoveatus,Enulius,Colubridae,0
Enulius flavitorques,Enulius,Colubridae,0
Enulius oligostichus,Enulius,Colubridae,0
Enulius roatanensis,Enulius,Colubridae,0
Epacrophis boulengeri,Epacrophis,Leptotyphlopidae,0
Epacrophis drewesi,Epacrophis,Leptotyphlopidae,0
Epacrophis reticulatus,Epacrophis,Leptotyphlopidae,0
Ephalophis greyae,Ephalophis,Elapidae,0
Epicrates alvarezi,Epicrates,Boidae,0
Epicrates assisi,Epicrates,Boidae,0
Epicrates cenchria,Epicrates,Boidae,0
Epicrates crassus,Epicrates,Boidae,0
Epicrates maurus,Epicrates,Boidae,0
Epictia albifrons,Epictia,Leptotyphlopidae,0
Epictia albipuncta,Epictia,Leptotyphlopidae,0
Epictia alfredschmidti,Epictia,Leptotyphlopidae,0
Epictia amazonica,Epictia,Leptotyphlopidae,0
Epictia antoniogarciai,Epictia,Leptotyphlopidae,0
Epictia ater,Epictia,Leptotyphlopidae,0
Epictia australis,Epictia,Leptotyphlopidae,0
Epictia bakewelli,Epictia,Leptotyphlopidae,0
Epictia borapeliotes,Epictia,Leptotyphlopidae,0
Epictia clinorostris,Epictia,Leptotyphlopidae,0
Epictia columbi,Epictia,Leptotyphlopidae,0
Epictia diaplocia,Epictia,Leptotyphlopidae,0
Epictia fallax,Epictia,Leptotyphlopidae,0
Epictia goudotii,Epictia,Leptotyphlopidae,0
Epictia hobartsmithi,Epictia,Leptotyphlopidae,0
Epictia magnamaculata,Epictia,Leptotyphlopidae,0
Epictia martinezi,Epictia,Leptotyphlopidae,0
Epictia melanura,Epictia,Leptotyphlopidae,0
Epictia munoai,Epictia,Leptotyphlopidae,0
Epictia pauldwyeri,Epictia,Leptotyphlopidae,0
Epictia peruviana,Epictia,Leptotyphlopidae,0
Epictia phenops,Epictia,Leptotyphlopidae,0
Epictia resetari,Epictia,Leptotyphlopidae,0
Epictia rioignis,Epictia,Leptotyphlopidae,0
Epictia rubrolineata,Epictia,Leptotyphlopidae,0
Epictia rufidorsa,Epictia,Leptotyphlopidae,0
Epictia schneideri,Epictia,Leptotyphlopidae,0
Epictia septemlineata,Epictia,Leptotyphlopidae,0
Epictia signata,Epictia,Leptotyphlopidae,0
Epictia striatula,Epictia,Leptotyphlopidae,0
Epictia subcrotilla,Epictia,Leptotyphlopidae,0
Epictia teaguei,Epictia,Leptotyphlopidae,0
Epictia tenella,Epictia,Leptotyphlopidae,0
Epictia tesselata,Epictia,Leptotyphlopidae,0
Epictia tricolor,Epictia,Leptotyphlopidae,0
Epictia undecimstriata,Epictia,Leptotyphlopidae,0
Epictia unicolor,Epictia,Leptotyphlopidae,0
Epictia vanwallachi,Epictia,Leptotyphlopidae,0
Epictia vellardi,Epictia,Leptotyphlopidae,0
Epictia venegasi,Epictia,Leptotyphlopidae,0
Epictia vindumi,Epictia,Leptotyphlopidae,0
Epictia vonmayi,Epictia,Leptotyphlopidae,0
Epictia wynni,Epictia,Leptotyphlopidae,0
Eristicophis macmahoni,Eristicophis,Viperidae,1
Erpeton tentaculatum,Erpeton,Homalopsidae,0
Erythrolamprus aesculapii,Erythrolamprus,Colubridae,0
Erythrolamprus albertguentheri,Erythrolamprus,Colubridae,0
Erythrolamprus almadensis,Erythrolamprus,Colubridae,0
Erythrolamprus andinus,Erythrolamprus,Colubridae,0
Erythrolamprus atraventer,Erythrolamprus,Colubridae,0
Erythrolamprus bizona,Erythrolamprus,Colubridae,0
Erythrolamprus breviceps,Erythrolamprus,Colubridae,0
Erythrolamprus carajasensis,Erythrolamprus,Colubridae,0
Erythrolamprus ceii,Erythrolamprus,Colubridae,0
Erythrolamprus cobella,Erythrolamprus,Colubridae,0
Erythrolamprus cursor,Erythrolamprus,Colubridae,0
Erythrolamprus dorsocorallinus,Erythrolamprus,Colubridae,0
Erythrolamprus epinephalus,Erythrolamprus,Colubridae,0
Erythrolamprus festae,Erythrolamprus,Colubridae,0
Erythrolamprus frenatus,Erythrolamprus,Colubridae,0
Erythrolamprus guentheri,Erythrolamprus,Colubridae,0
Erythrolamprus ingeri,Erythrolamprus,Colubridae,0
Erythrolamprus jaegeri,Erythrolamprus,Colubridae,0
Erythrolamprus janaleeae,Erythrolamprus,Colubridae,0
Erythrolamprus juliae,Erythrolamprus,Colubridae,0
Erythrolamprus macrosomus,Erythrolamprus,Colubridae,0
Erythrolamprus maryellenae,Erythrolamprus,Colubridae,0
Erythrolamprus melanotus,Erythrolamprus,Colubridae,0
Erythrolamprus mertensi,Erythrolamprus,Colubridae,0
Erythrolamprus miliaris,Erythrolamprus,Colubridae,0
Erythrolamprus mimus,Erythrolamprus,Colubridae,0
Erythrolamprus mossoroensis,Erythrolamprus,Colubridae,0
Erythrolamprus ocellatus,Erythrolamprus,Colubridae,0
Erythrolamprus oligolepis,Erythrolamprus,Colubridae,0
Erythrolamprus ornatus,Erythrolamprus,Colubridae,0
Erythrolamprus perfuscus,Erythrolamprus,Colubridae,0
Erythrolamprus poecilogyrus,Erythrolamprus,Colubridae,0
Erythrolamprus pseudocorallus,Erythrolamprus,Colubridae,0
Erythrolamprus pseudoreginae,Erythrolamprus,Colubridae,0
Erythrolamprus pyburni,Erythrolamprus,Colubridae,0
Erythrolamprus pygmaeus,Erythrolamprus,Colubridae,0
Erythrolamprus reginae,Erythrolamprus,Colubridae,0
Erythrolamprus rochai,Erythrolamprus,Colubridae,0
Erythrolamprus sagittifer,Erythrolamprus,Colubridae,0
Erythrolamprus semiaureus,Erythrolamprus,Colubridae,0
Erythrolamprus subocularis,Erythrolamprus,Colubridae,0
Erythrolamprus taeniogaster,Erythrolamprus,Colubridae,0
Erythrolamprus taeniurus,Erythrolamprus,Colubridae,0
Erythrolamprus torrenicola,Erythrolamprus,Colubridae,0
Erythrolamprus trebbaui,Erythrolamprus,Colubridae,0
Erythrolamprus triscalis,Erythrolamprus,Colubridae,0
Erythrolamprus typhlus,Erythrolamprus,Colubridae,0
Erythrolamprus viridis,Erythrolamprus,Colubridae,0
Erythrolamprus vitti,Erythrolamprus,Colubridae,0
Erythrolamprus williamsi,Erythrolamprus,Colubridae,0
Erythrolamprus zweifeli,Erythrolamprus,Colubridae,0
Eryx borrii,Eryx,Boidae,0
Eryx colubrinus,Eryx,Boidae,0
Eryx conicus,Eryx,Boidae,0
Eryx elegans,Eryx,Boidae,0
Eryx jaculus,Eryx,Boidae,0
Eryx jayakari,Eryx,Boidae,0
Eryx johnii,Eryx,Boidae,0
Eryx miliaris,Eryx,Boidae,0
Eryx muelleri,Eryx,Boidae,0
Eryx sistanensis,Eryx,Boidae,0
Eryx somalicus,Eryx,Boidae,0
Eryx vittatus,Eryx,Boidae,0
Eryx whitakeri,Eryx,Boidae,0
Etheridgeum pulchrum,Etheridgeum,Colubridae,0
Eunectes beniensis,Eunectes,Boidae,0
Eunectes deschauenseei,Eunectes,Boidae,0
Eunectes murinus,Eunectes,Boidae,0
Eunectes notaeus,Eunectes,Boidae,0
Euprepiophis conspicillata,Euprepiophis,Colubridae,0
Euprepiophis mandarinus,Euprepiophis,Colubridae,0
Euprepiophis perlaceus,Euprepiophis,Colubridae,0
Eutrachelophis bassleri,Eutrachelophis,Colubridae,0
Eutrachelophis papilio,Eutrachelophis,Colubridae,0
Exiliboa placata,Exiliboa,Boidae,0
Farancia abacura,Farancia,Colubridae,0
Farancia erytrogramma,Farancia,Colubridae,0
Ferania sieboldii,Ferania,Homalopsidae,0
Ficimia hardyi,Ficimia,Colubridae,0
Ficimia olivacea,Ficimia,Colubridae,0
Ficimia publia,Ficimia,Colubridae,0
Ficimia ramirezi,Ficimia,Colubridae,0
Ficimia ruspator,Ficimia,Colubridae,0
Ficimia streckeri,Ficimia,Colubridae,0
Ficimia variegata,Ficimia,Colubridae,0
Fimbrios klossi,Fimbrios,Xenodermidae,0
Fimbrios smithi,Fimbrios,Xenodermidae,0
Fordonia leucobalia,Fordonia,Homalopsidae,0
Fowlea asperrimus,Fowlea,Colubridae,0
Fowlea flavipunctatus,Fowlea,Colubridae,0
Fowlea melanzostus,Fowlea,Colubridae,0
Fowlea piscator,Fowlea,Colubridae,0
Fowlea punctulatus,Fowlea,Colubridae,0
Fowlea sanctijohannis,Fowlea,Colubridae,0
Fowlea schnurrenbergeri,Fowlea,Colubridae,0
Fowlea tytleri,Fowlea,Colubridae,0
Furina barnardi,Furina,Elapidae,0
Furina diadema,Furina,Elapidae,0
Furina dunmalli,Furina,Elapidae,0
Furina ornata,Furina,Elapidae,0
Furina tristis,Furina,Elapidae,0
Garthius chaseni,Garthius,Viperidae,0
Geagras redimitus,Geagras,Colubridae,0
Geophis anocularis,Geophis,Colubridae,0
Geophis bellus,Geophis,Colubridae,0
Geophis betaniensis,Geophis,Colubridae,0
Geophis bicolor,Geophis,Colubridae,0
Geophis blanchardi,Geophis,Colubridae,0
Geophis brachycephalus,Geophis,Colubridae,0
Geophis cancellatus,Geophis,Colubridae,0
Geophis carinosus,Geophis,Colubridae,0
Geophis chalybeus,Geophis,Colubridae,0
Geophis championi,Geophis,Colubridae,0
Geophis damiani,Geophis,Colubridae,0
Geophis downsi,Geophis,Colubridae,0
Geophis dubius,Geophis,Colubridae,0
Geophis duellmani,Geophis,Colubridae,0
Geophis dugesii,Geophis,Colubridae,0
Geophis dunni,Geophis,Colubridae,0
Geophis fulvoguttatus,Geophis,Colubridae,0
Geophis godmani,Geophis,Colubridae,0
Geophis hoffmanni,Geophis,Colubridae,0
Geophis immaculatus,Geophis,Colubridae,0
Geophis incomptus,Geophis,Colubridae,0
Geophis isthmicus,Geophis,Colubridae,0
Geophis juarezi,Geophis,Colubridae,0
Geophis juliai,Geophis,Colubridae,0
Geophis laticinctus,Geophis,Colubridae,0
Geophis laticollaris,Geophis,Colubridae,0
Geophis latifrontalis,Geophis,Colubridae,0
Geophis lorancai,Geophis,Colubridae,0
Geophis maculiferus,Geophis,Colubridae,0
Geophis mutitorques,Geophis,Colubridae,0
Geophis nasalis,Geophis,Colubridae,0
Geophis nephodrymus,Geophis,Colubridae,0
Geophis nigroalbus,Geophis,Colubridae,0
Geophis nigrocinctus,Geophis,Colubridae,0
Geophis occabus,Geophis,Colubridae,0
Geophis omiltemanus,Geophis,Colubridae,0
Geophis petersii,Geophis,Colubridae,0
Geophis pyburni,Geophis,Colubridae,0
Geophis rhodogaster,Geophis,Colubridae,0
Geophis rostralis,Geophis,Colubridae,0
Geophis russatus,Geophis,Colubridae,0
Geophis ruthveni,Geophis,Colubridae,0
Geophis sallaei,Geophis,Colubridae,0
Geophis semidoliatus,Geophis,Colubridae,0
Geophis sieboldi,Geophis,Colubridae,0
Geophis talamancae,Geophis,Colubridae,0
Geophis tarascae,Geophis,Colubridae,0
Geophis tectus,Geophis,Colubridae,0
Geophis turbidus,Geophis,Colubridae,0
Geophis zeledoni,Geophis,Colubridae,0
Gerarda prevostiana,Gerarda,Homalopsidae,0
Gerrhopilus addisoni,Gerrhopilus,Gerrhopilidae,0
Gerrhopilus andamanensis,Gerrhopilus,Gerrhopilidae,0
Gerrhopilus ater,Gerrhopilus,Gerrhopilidae,0
Gerrhopilus beddomii,Gerrhopilus,Gerrhopilidae,0
Gerrhopilus bisubocularis,Gerrhopilus,Gerrhopilidae,0
Gerrhopilus ceylonicus,Gerrhopilus,Gerrhopilidae,0
Gerrhopilus depressiceps,Gerrhopilus,Gerrhopilidae,0
Gerrhopilus eurydice,Gerrhopilus,Gerrhopilidae,0
Gerrhopilus floweri,Gerrhopilus,Gerrhopilidae,0
Gerrhopilus fredparkeri,Gerrhopilus,Gerrhopilidae,0
Gerrhopilus hades,Gerrhopilus,Gerrhopilidae,0
Gerrhopilus hedraeus,Gerrhopilus,Gerrhopilidae,0
Gerrhopilus inornatus,Gerrhopilus,Gerrhopilidae,0
Gerrhopilus lestes,Gerrhopilus,Gerrhopilidae,0
Gerrhopilus mcdowelli,Gerrhopilus,Gerrhopilidae,0
Gerrhopilus mirus,Gerrhopilus,Gerrhopilidae,0
Gerrhopilus oligolepis,Gerrhopilus,Gerrhopilidae,0
Gerrhopilus persephone,Gerrhopilus,Gerrhopilidae,0
Gerrhopilus thurstoni,Gerrhopilus,Gerrhopilidae,0
Gerrhopilus tindalli,Gerrhopilus,Gerrhopilidae,0
Gloydius angusticeps,Gloydius,Viperidae,1
Gloydius blomhoffii,Gloydius,Viperidae,1
Gloydius brevicaudus,Gloydius,Viperidae,1
Gloydius caraganus,Gloydius,Viperidae,1
Gloydius caucasicus,Gloydius,Viperidae,1
Gloydius cognatus,Gloydius,Viperidae,1
Gloydius halys,Gloydius,Viperidae,1
Gloydius himalayanus,Gloydius,Viperidae,1
Gloydius huangi,Gloydius,Viperidae,1
Gloydius intermedius,Gloydius,Viperidae,1
Gloydius lijianlii,Gloydius,Viperidae,1
Gloydius liupanensis,Gloydius,Viperidae,1
Gloydius monticola,Gloydius,Viperidae,1
Gloydius qinlingensis,Gloydius,Viperidae,1
Gloydius rickmersi,Gloydius,Viperidae,1
Gloydius rubromaculatus,Gloydius,Viperidae,1
Gloydius shedaoensis,Gloydius,Viperidae,1
Gloydius stejnegeri,Gloydius,Viperidae,1
Gloydius strauchi,Gloydius,Viperidae,1
Gloydius tsushimaensis,Gloydius,Viperidae,1
Gloydius ussuriensis,Gloydius,Viperidae,1
Gomesophis brasiliensis,Gomesophis,Colubridae,0
Gongylosoma baliodeira,Gongylosoma,Colubridae,0
Gongylosoma longicaudum,Gongylosoma,Colubridae,0
Gongylosoma mukutense,Gongylosoma,Colubridae,0
Gongylosoma nicobariensis,Gongylosoma,Colubridae,0
Gongylosoma scriptum,Gongylosoma,Colubridae,0
Gonionotophis brussauxi,Gonionotophis,Lamprophiidae,0
Gonionotophis grantii,Gonionotophis,Lamprophiidae,0
